Frequency (Hz),Joe Z-Score Closed,Joe Z-Score Open,Mohammed Z-Score Closed,Mohammed Z-Score Open,Absolute Delta Closed,Absolute Delta Open,Higher Closed,Higher Open
8.0,1.2703058003572036,1.8373377433726727,2.5618694062725362,-0.14187025449973073,2.5879592430337937,5.175291576429386,Mohammed,Joe
8.5,1.4066983297679905,1.2815383357140058,-0.12404657971265398,-0.7779864844487538,1.7376712467999909,4.112171089581606,Joe,Joe
9.0,0.8947814467380814,0.5884031675552666,-0.4503100921102502,-1.772175868735126,0.8850275422698157,2.902069899544527,Joe,Joe
9.5,0.3582406264291064,0.12874572528649766,0.021707333983263785,-0.1412418900734266,1.2117407973222463,0.7804224237957289,Mohammed,Joe
10.0,-0.051726585223741975,-0.33155071688899046,0.22425794174985808,-0.34105526105395007,2.580162746825696,0.28837126482457354,Mohammed,Mohammed
10.5,-0.384297300862805,-0.5035838961969301,0.1199693517134505,0.4803109078462466,3.293234471958372,1.2039424649259383,Mohammed,Mohammed
11.0,-0.8305263039497804,-0.5934274550652732,-0.38427618667264585,1.3465401474822933,3.7115194258561743,1.9339623559096264,Mohammed,Mohammed
11.5,-1.118001526893329,-1.1515865472024862,-0.8015320602439169,1.7096004001992127,3.8444118802823324,3.578670426301869,Mohammed,Mohammed
12.0,-1.5454744863627266,-1.2558763565747615,-1.1676391149796395,-0.3621216967167654,4.417966525422894,2.6536073195119396,Mohammed,Mohammed
