Filter,Frequency (Hz),Joe Z-Score Closed,Joe Z-Score Open,Mohammed Z-Score Closed,Mohammed Z-Score Open,Absolute Delta Closed,Absolute Delta Open,P-Value Closed,P-Value Open,Higher Closed,Higher Open
No Filter,5.0,0.8737040674619839,1.1026536207753552,0.9147627186914276,1.0998392652237956,1.0371175965009787,3.9419609624760117,0.22509817371313864,0.141376213854346,Joe,Joe
No Filter,5.5,0.6520739687612578,0.9942418980414707,0.6606535335764389,1.1195016747636346,1.5025553065316313,2.551809299241942,0.22509817371313864,0.141376213854346,Joe,Joe
No Filter,6.0,0.6724268786346007,0.8285395125056569,0.6749352125649447,0.8983232628257719,1.5460472162812575,2.948065262992646,0.22509817371313864,0.141376213854346,Joe,Joe
No Filter,6.5,0.556769070840492,0.7502072046512454,0.6355662905881405,0.7929088095794172,0.9008824080285045,3.14398691361518,0.22509817371313864,0.141376213854346,Joe,Joe
No Filter,7.0,0.6248212785417812,0.6784648611967643,0.4796347474464196,0.7267661269281243,2.9863058952404806,3.0183358867773293,0.22509817371313864,0.141376213854346,Joe,Joe
No Filter,7.5,0.6014776015744698,0.6458744912387222,0.5830365733808277,0.5565967603791041,1.7955487231124074,4.367349956417078,0.22509817371313864,0.141376213854346,Joe,Joe
No Filter,8.0,0.8711588743464175,0.643398961090518,0.5591814423684358,0.44398467758893706,4.4014300017300805,5.470143381003346,0.22509817371313864,0.141376213854346,Joe,Joe
No Filter,8.5,0.9363009984172014,0.6744976593749011,0.4756857744837342,0.46127006223734274,5.771264480886399,5.638865544180094,0.22509817371313864,0.141376213854346,Joe,Joe
No Filter,9.0,0.9463797850854121,0.6735781323760863,0.47272519473377983,0.33221549307121573,5.8883607325362926,6.923775392238905,0.22509817371313864,0.141376213854346,Joe,Joe
No Filter,9.5,0.8785155858209006,0.5370986095242162,0.4370908735472876,0.14464093162724326,5.629179653422594,7.304362519167285,0.22509817371313864,0.141376213854346,Joe,Joe
No Filter,10.0,0.5417462868471171,0.3360442066964888,0.33631320211282173,-0.0404904872690418,3.6186364020039683,6.949921589182767,0.22509817371313864,0.141376213854346,Joe,Joe
No Filter,10.5,0.30024972285179646,0.23893365613484072,0.024232713662885704,-0.1376728171559511,4.460998049602404,6.856620760543729,0.22509817371313864,0.141376213854346,Joe,Joe
No Filter,11.0,0.13807752132022136,0.1535378560407093,-0.1278132626484532,-0.17187390182693638,4.47876353023799,6.260216733242515,0.22509817371313864,0.141376213854346,Joe,Joe
No Filter,11.5,0.06620939257917706,0.04207307293632021,-0.168795294351923,-0.20928922225243582,4.235201258702124,5.409231929859796,0.22509817371313864,0.141376213854346,Joe,Joe
No Filter,12.0,0.04246315499175066,-0.0181546605752221,-0.2940932642970813,-0.27120881433745114,5.219162541938969,5.367897595553471,0.22509817371313864,0.141376213854346,Joe,Joe
No Filter,12.5,0.11047402032747117,-0.086313132664932,-0.1983845189763504,-0.22490178721263474,4.907453690987347,4.153277494970286,0.22509817371313864,0.141376213854346,Joe,Joe
No Filter,13.0,-0.03883334202587135,-0.22162856132886083,-0.15141198278436793,-0.27685480155386416,3.1431235342621124,3.1857478968881083,0.22509817371313864,0.141376213854346,Joe,Joe
No Filter,13.5,-0.18895948354908731,-0.323879544789742,-0.24653735840500174,-0.3074908184567558,2.7249942135005547,2.3681132721189515,0.22509817371313864,0.141376213854346,Joe,Joe
No Filter,14.0,-0.32153222459639774,-0.4533922586249223,-0.32025585711820453,-0.2437471415543669,2.257799767348497,0.3034457705443033,0.22509817371313864,0.141376213854346,Joe,Joe
No Filter,14.5,-0.3362506842108959,-0.4344636603993875,-0.381353418891041,-0.35869584885309524,2.7099069816290076,1.6651943466526422,0.22509817371313864,0.141376213854346,Joe,Joe
No Filter,15.0,-0.3292819903149621,-0.3391606095806403,-0.47797959995204464,-0.4309427525570579,3.6916966390979047,3.438783457283731,0.22509817371313864,0.141376213854346,Joe,Joe
No Filter,15.5,-0.2691960265719667,-0.4228233077924772,-0.5141537253921811,-0.3370346304996177,4.566216492939071,1.575907729263928,0.22509817371313864,0.141376213854346,Joe,Joe
No Filter,16.0,-0.40118578539617905,-0.4975675413945179,-0.5355719779995989,-0.4056520581589855,3.6060263275192006,1.4420605558286936,0.22509817371313864,0.141376213854346,Joe,Joe
No Filter,16.5,-0.46632110782087965,-0.542464173193431,-0.5066173716571301,-0.5289936400595807,2.7557324640985623,2.1857658782534974,0.22509817371313864,0.141376213854346,Joe,Joe
No Filter,17.0,-0.38208058477030965,-0.5482628143425803,-0.4635936440472466,-0.5888795958162634,3.088976740090086,2.7229031297073245,0.22509817371313864,0.141376213854346,Joe,Joe
No Filter,17.5,-0.3543886690989636,-0.5693161844082433,-0.5067044781990624,-0.6661499879030113,3.743840420732778,3.266641991783156,0.22509817371313864,0.141376213854346,Joe,Joe
No Filter,18.0,-0.39197222729880715,-0.5954105414696166,-0.4512228496064714,-0.654438230030485,2.8839028282244072,2.862003761294451,0.22509817371313864,0.141376213854346,Joe,Joe
No Filter,18.5,-0.4274310601436755,-0.5514156239177823,-0.3872544875868849,-0.5723137182286048,1.9618734035341672,2.5219789869015212,0.22509817371313864,0.141376213854346,Joe,Joe
No Filter,19.0,-0.44905110181436586,-0.5433747726195427,-0.6333567188222166,-0.575367867692756,4.115198056307173,2.6410993295485725,0.22509817371313864,0.141376213854346,Joe,Joe
No Filter,19.5,-0.5566750052534042,-0.5819997020605382,-0.6775900772064772,-0.7463803243708202,3.587226445237833,3.932175844910428,0.22509817371313864,0.141376213854346,Joe,Joe
No Filter,20.0,-0.6221989048849504,-0.6708327963398381,-0.6387733203714546,-0.7879094539561915,2.6395723854199273,3.3714864961248683,0.22509817371313864,0.141376213854346,Joe,Joe
No Filter,20.5,-0.6456450827213092,-0.7407630820816917,-0.7070398986553944,-0.7128356677921768,3.082980319431242,1.8487047206181506,0.22509817371313864,0.141376213854346,Joe,Joe
No Filter,21.0,-0.7088202286359085,-0.7264258991888264,-0.7776499098832209,-0.7545686585883888,3.1982868293491276,2.4252346519587373,0.22509817371313864,0.141376213854346,Joe,Joe
No Filter,21.5,-0.8434286095566388,-0.8377479588221945,-0.79399762184765,-0.9179474848418965,2.1667048545953196,2.8398295705513394,0.22509817371313864,0.141376213854346,Joe,Joe
No Filter,22.0,-0.8903679033546575,-0.819903746468894,-0.7449764066318589,-0.8306423542470125,1.2857795305158275,2.1600847673495895,0.22509817371313864,0.141376213854346,Joe,Joe
No Filter,22.5,-0.8737398738423773,-0.8719913649023442,-0.7464272529324232,-0.6833372036459365,1.4462625299843745,0.10880231152743836,0.22509817371313864,0.141376213854346,Joe,Joe
No Filter,23.0,-0.8713424005739548,-0.940978977698007,-0.7792743161935467,-0.6506925459049095,1.780263409742545,0.9778426100776962,0.22509817371313864,0.141376213854346,Joe,Mohammed
No Filter,23.5,-0.9743936645528337,-0.9284990709863435,-0.8310445772059051,-0.7298566339667585,1.364409696465306,0.046137298035400676,0.22509817371313864,0.141376213854346,Joe,Mohammed
No Filter,24.0,-1.0075611080319875,-0.8039527850040832,-0.8643961811919781,-0.7892877303222562,1.3895226836076624,1.9206094628110861,0.22509817371313864,0.141376213854346,Joe,Joe
No Filter,24.5,-1.0401749147990287,-0.8659742146871802,-0.8729310852253677,-0.871504910436348,1.183150308411677,2.063219992892213,0.22509817371313864,0.141376213854346,Joe,Joe
No Filter,25.0,-0.9759836787498832,-0.9801096582758996,-0.9460720906902158,-0.8648588336545111,2.445973869482243,0.7407060679225426,0.22509817371313864,0.141376213854346,Joe,Joe
No Filter,25.5,-1.0673304485042008,-1.0025947821374643,-0.9334780802252731,-0.8547774481642811,1.5203148133780031,0.3921402576755115,0.22509817371313864,0.141376213854346,Joe,Joe
No Filter,26.0,-1.0312713843297188,-0.9701328770568768,-0.8509969525835747,-0.7962825213180335,1.0527687984908924,0.16233517563700683,0.22509817371313864,0.141376213854346,Joe,Joe
No Filter,26.5,-0.9898765465081544,-0.9806436614572163,-0.838051859641234,-0.8754221731539344,1.2945873595421924,0.840830701671134,0.22509817371313864,0.141376213854346,Joe,Joe
No Filter,27.0,-1.0626881077916022,-1.0264820900746847,-0.9241286839091208,-0.9415919948190099,1.4722126173287347,1.000470529906817,0.22509817371313864,0.141376213854346,Joe,Joe
No Filter,27.5,-1.1566613816388287,-1.0385568451265053,-0.9281495119454191,-0.8198523983263423,0.6816363266364247,0.3540105224609764,0.22509817371313864,0.141376213854346,Joe,Mohammed
No Filter,28.0,-1.2146938923694328,-1.0024427590727958,-0.9628149727726439,-0.7972001036182388,0.49994575728868274,0.18395995913805407,0.22509817371313864,0.141376213854346,Joe,Mohammed
No Filter,28.5,-1.294379101560023,-0.9983773820913728,-1.0060873074539038,-0.9171953354422956,0.20924861870714562,1.0648903801568856,0.22509817371313864,0.141376213854346,Joe,Joe
No Filter,29.0,-1.2304197173312976,-1.0407242218447466,-0.9415188059526511,-0.9866061084452081,0.15840216405600493,1.295469917794633,0.22509817371313864,0.141376213854346,Joe,Joe
No Filter,29.5,-1.2313667203178515,-1.0476577766569906,-0.9391836189384091,-0.9698690983495837,0.12780763634417003,1.0512292959613445,0.22509817371313864,0.141376213854346,Joe,Joe
No Filter,30.0,-1.1980410585930084,-1.1752868210468757,-0.9642030662519191,-0.9521944031341711,0.6600498437707598,0.5304227165296052,0.22509817371313864,0.141376213854346,Joe,Mohammed
Low-Pass Filter,0.0,1.9766467714878948,1.8277682244802131,2.1614183316947333,1.7268233492977363,0.9586315931473415,5.851235220811628,0.2664678827851276,0.17106350603672518,Mohammed,Joe
Low-Pass Filter,0.5,2.5063816631851767,2.3208698770488505,2.7844146789513533,2.584560954306777,2.2140495784668417,2.434066401335734,0.2664678827851276,0.17106350603672518,Mohammed,Joe
Low-Pass Filter,1.0,2.1006151457920437,2.132524755197259,2.4238467674361366,2.387982364505179,2.4540959584610036,2.3255466039756527,0.2664678827851276,0.17106350603672518,Mohammed,Joe
Low-Pass Filter,1.5,1.5627295217282273,1.8568903229785745,2.0203279302799357,2.2024315753537484,3.5393624108690602,1.0648829136290772,0.2664678827851276,0.17106350603672518,Mohammed,Joe
Low-Pass Filter,2.0,1.4742483654120406,1.7837840196620511,1.7670581862124428,1.9296285720578807,1.7923722875742953,3.1426887504622734,0.2664678827851276,0.17106350603672518,Mohammed,Joe
Low-Pass Filter,2.5,1.2555146078786543,1.717961706144793,1.730912846481643,1.7576761603198356,3.551923536101336,4.218693752869761,0.2664678827851276,0.17106350603672518,Mohammed,Joe
Low-Pass Filter,3.0,1.3216040830421982,1.5507072045809107,1.6359335995775277,1.639983305448173,1.9292079691111965,3.5087562571682227,0.2664678827851276,0.17106350603672518,Mohammed,Joe
Low-Pass Filter,3.5,1.468714033361552,1.4584994853301998,1.241774577429429,1.4297200209491618,3.565597157261438,4.685771541421367,0.2664678827851276,0.17106350603672518,Joe,Joe
Low-Pass Filter,4.0,1.3389206834009921,1.3751072115592176,1.1485662411982094,1.2597031725150623,3.2608396422901027,5.53293378219665,0.2664678827851276,0.17106350603672518,Joe,Joe
Low-Pass Filter,4.5,1.1975188630346958,1.266694873816688,1.193441151357678,1.1676559969673364,1.420287691804882,5.242786958611335,0.2664678827851276,0.17106350603672518,Joe,Joe
Low-Pass Filter,5.0,0.8695689149398045,1.0900157170420188,0.9203813858354241,1.0943936292972558,1.0371204789307313,3.941964195627424,0.2664678827851276,0.17106350603672518,Joe,Joe
Low-Pass Filter,5.5,0.6690044957511974,0.9892355273454434,0.6854669507056562,1.1126822106781333,1.5025474406347943,2.5518077453004295,0.2664678827851276,0.17106350603672518,Joe,Joe
Low-Pass Filter,6.0,0.6874223464995285,0.8351979401222588,0.6986684240532556,0.906954405272959,1.5460496345730625,2.948063282823659,0.2664678827851276,0.17106350603672518,Joe,Joe
Low-Pass Filter,6.5,0.5827572239960459,0.7623788413594464,0.6622723509111661,0.8089025069504935,0.9008840520135895,3.1439856056258115,0.2664678827851276,0.17106350603672518,Joe,Joe
Low-Pass Filter,7.0,0.6443377697985446,0.6956855984428326,0.5181173464368584,0.7473783438060219,2.9863018696573222,3.018339219348425,0.2664678827851276,0.17106350603672518,Joe,Joe
Low-Pass Filter,7.5,0.6232085168613416,0.6653856871957632,0.6137036636741914,0.5890936243487915,1.7955493517885124,4.367341263992644,0.2664678827851276,0.17106350603672518,Joe,Joe
Low-Pass Filter,8.0,0.8672479458316478,0.6630786536964568,0.59164619703674,0.48434146785057597,4.401403551152553,5.470141832587217,0.2664678827851276,0.17106350603672518,Joe,Joe
Low-Pass Filter,8.5,0.9261896428487134,0.6919799235657154,0.5144460946310231,0.5004112703375623,5.771275637796266,5.6388550831679956,0.2664678827851276,0.17106350603672518,Joe,Joe
Low-Pass Filter,9.0,0.9352938255831382,0.6911128600995915,0.5116953565193743,0.380359058715942,5.888352551013956,6.92376233937785,0.2664678827851276,0.17106350603672518,Joe,Joe
Low-Pass Filter,9.5,0.8738613333656949,0.5642261337922445,0.47873098968243977,0.20586964354133488,5.629209787349933,7.304368351247035,0.2664678827851276,0.17106350603672518,Joe,Joe
Low-Pass Filter,10.0,0.5690801383835633,0.37729751884565765,0.3855417790430884,0.033640945123298356,3.618686414100429,6.949918476671474,0.2664678827851276,0.17106350603672518,Joe,Joe
Low-Pass Filter,10.5,0.3504834811263733,0.2869845039922376,0.09699405617861476,-0.05679656799310855,4.460932057747189,6.85663276961604,0.2664678827851276,0.17106350603672518,Joe,Joe
Low-Pass Filter,11.0,0.2036621170070855,0.20754779175007873,-0.04364175267985111,-0.08866511541226112,4.4788436773839555,6.2602161087874935,0.2664678827851276,0.17106350603672518,Joe,Joe
Low-Pass Filter,11.5,0.13852985932269568,0.1038618170037512,-0.08160163071169906,-0.12354982748655303,4.235108034565432,5.409320453639872,0.2664678827851276,0.17106350603672518,Joe,Joe
Low-Pass Filter,12.0,0.11690942074651679,0.0477592707247242,-0.19756643687982725,-0.1812591495610716,5.219144772297955,5.367871432711221,0.2664678827851276,0.17106350603672518,Joe,Joe
Low-Pass Filter,12.5,0.17830160785559768,-0.015718017503325826,-0.10925144195978849,-0.13834377346984497,4.907626193196797,4.153555266177036,0.2664678827851276,0.17106350603672518,Joe,Joe
Low-Pass Filter,13.0,0.04298312256626537,-0.14169119440646077,-0.0660235407231122,-0.18683961767478444,3.1433360629966005,3.1857065411183525,0.2664678827851276,0.17106350603672518,Joe,Joe
Low-Pass Filter,13.5,-0.09315241909686885,-0.23696783415648506,-0.15421595356627196,-0.21564586457983692,2.72508433148585,2.3687684122293864,0.2664678827851276,0.17106350603672518,Joe,Joe
Low-Pass Filter,14.0,-0.21354245132632155,-0.3576965801000797,-0.2227480862791168,-0.1566628193623732,2.2577440257569403,0.3034696177319388,0.2664678827851276,0.17106350603672518,Joe,Joe
Low-Pass Filter,14.5,-0.22733856687881537,-0.3405704973811724,-0.27966839240343216,-0.26399904213400055,2.7097168954549833,1.6641618932705415,0.2664678827851276,0.17106350603672518,Joe,Joe
Low-Pass Filter,15.0,-0.2217068395774073,-0.25243512550524194,-0.36961075286138595,-0.33181052121118126,3.6912696045345683,3.438924337609998,0.2664678827851276,0.17106350603672518,Joe,Joe
Low-Pass Filter,15.5,-0.16810626794421976,-0.33080465986622326,-0.40379139441512885,-0.2452232057439348,4.5658604013537385,1.5771910414292685,0.2664678827851276,0.17106350603672518,Joe,Joe
Low-Pass Filter,16.0,-0.28840528032634233,-0.4011993973035447,-0.4246196861528838,-0.30980477337982654,3.607922349848852,1.4407175818208566,0.2664678827851276,0.17106350603672518,Joe,Joe
Low-Pass Filter,16.5,-0.3488298501207234,-0.4438984103711543,-0.3990309820976036,-0.42571066675424407,2.7553408450632046,2.185762402438147,0.2664678827851276,0.17106350603672518,Joe,Joe
Low-Pass Filter,17.0,-0.2742102781080449,-0.45073083798316443,-0.360722469170646,-0.48282896086376603,3.0879553673578055,2.7211069650946804,0.2664678827851276,0.17106350603672518,Joe,Joe
Low-Pass Filter,17.5,-0.2509923413062715,-0.47171840736668263,-0.4024121886493085,-0.5565291607113955,3.7437779765093886,3.267800821921049,0.2664678827851276,0.17106350603672518,Joe,Joe
Low-Pass Filter,18.0,-0.2872945658837497,-0.49807509193183025,-0.3536820010019738,-0.5478575277033543,2.8878888386909636,2.8622854989921422,0.2664678827851276,0.17106350603672518,Joe,Joe
Low-Pass Filter,18.5,-0.3224583412667835,-0.4597875815394449,-0.29676526950068455,-0.47428892778356324,1.9587512930920692,2.5217765495021807,0.2664678827851276,0.17106350603672518,Joe,Joe
Low-Pass Filter,19.0,-0.34534323409292184,-0.45485577687859513,-0.5274373348667515,-0.47980861598103386,4.112273859053091,2.6396988042240714,0.2664678827851276,0.17106350603672518,Joe,Joe
Low-Pass Filter,19.5,-0.4469805163026501,-0.4945380385528755,-0.5728830908051905,-0.6425742479384446,3.5898573897678303,3.9259915203649305,0.2664678827851276,0.17106350603672518,Joe,Joe
Low-Pass Filter,20.0,-0.5116889555700979,-0.5807343889013085,-0.5419210150459995,-0.6866514107787406,2.6401609598601743,3.381277883143835,0.2664678827851276,0.17106350603672518,Joe,Joe
Low-Pass Filter,20.5,-0.5388269899130788,-0.651787409500693,-0.610538351068167,-0.622638778547406,3.0826056148014773,1.8496886023667671,0.2664678827851276,0.17106350603672518,Joe,Joe
Low-Pass Filter,21.0,-0.6030107951949487,-0.6436560752366823,-0.6826695073619791,-0.666582549538878,3.2001754422647846,2.4200150107248426,0.2664678827851276,0.17106350603672518,Joe,Joe
Low-Pass Filter,21.5,-0.733491182374237,-0.7544693486120393,-0.706704925304968,-0.8275706836225217,2.1760442234444524,2.8452121753948747,0.2664678827851276,0.17106350603672518,Joe,Joe
Low-Pass Filter,22.0,-0.7876439880715776,-0.7467764602695012,-0.6713333235758759,-0.756148700575827,1.2838006516951754,2.165738415899379,0.2664678827851276,0.17106350603672518,Joe,Joe
Low-Pass Filter,22.5,-0.7839730979918803,-0.804392531349505,-0.6831850474116096,-0.6305863016817931,1.4416864046607731,0.1291684095649135,0.2664678827851276,0.17106350603672518,Joe,Joe
Low-Pass Filter,23.0,-0.7950731213454473,-0.8796140589065391,-0.7270837106400666,-0.6110056778914563,1.7857776400424399,0.9724102595231239,0.2664678827851276,0.17106350603672518,Joe,Mohammed
Low-Pass Filter,23.5,-0.9041921081624716,-0.8846325107731734,-0.7896518042177415,-0.6994810148720068,1.3668472617907792,0.07730317985660129,0.2664678827851276,0.17106350603672518,Joe,Mohammed
Low-Pass Filter,24.0,-0.9540453880895835,-0.782296915173663,-0.8393395430169227,-0.7710500114531739,1.3928627596477359,1.9060731804633324,0.2664678827851276,0.17106350603672518,Joe,Joe
Low-Pass Filter,24.5,-1.0052679943525253,-0.855894811726975,-0.8654477719311965,-0.868053892733794,1.1625958825630534,2.081471099478147,0.2664678827851276,0.17106350603672518,Joe,Joe
Low-Pass Filter,25.0,-0.9709862712384514,-0.9822551957110598,-0.958469337173906,-0.8831875759854358,2.455118470823641,0.7491153491366997,0.2664678827851276,0.17106350603672518,Joe,Joe
Low-Pass Filter,25.5,-1.0800771437502832,-1.0275717866413454,-0.9717208525414385,-0.9004543935947148,1.528361451219773,0.39902132524101486,0.2664678827851276,0.17106350603672518,Joe,Joe
Low-Pass Filter,26.0,-1.0812221527021806,-1.022890715337766,-0.9282678126818468,-0.8739607134520946,1.0695117100409162,0.16860318130804064,0.2664678827851276,0.17106350603672518,Joe,Joe
Low-Pass Filter,26.5,-1.0785917180779518,-1.0604633268748984,-0.9448276783459766,-0.9742400563075064,1.265763585640137,0.8057396880686394,0.2664678827851276,0.17106350603672518,Joe,Joe
Low-Pass Filter,27.0,-1.1773025421149568,-1.134570427733415,-1.059605221535043,-1.0771905108804358,1.4861847746015382,1.0392645215742444,0.2664678827851276,0.17106350603672518,Joe,Joe
Low-Pass Filter,27.5,-1.3086461606854956,-1.1821161673356986,-1.107699636973927,-1.0033855634300577,0.7015157544256905,0.31973173794975374,0.2664678827851276,0.17106350603672518,Joe,Mohammed
Low-Pass Filter,28.0,-1.4050232041740092,-1.187325656473314,-1.1808207414247682,-1.0182479998638945,0.5155043021487078,0.22105042375551776,0.2664678827851276,0.17106350603672518,Joe,Mohammed
Low-Pass Filter,28.5,-1.531739579422115,-1.224525058928048,-1.2694729056213618,-1.174649553493709,0.19379589882230341,1.025971699136031,0.2664678827851276,0.17106350603672518,Joe,Joe
Low-Pass Filter,29.0,-1.5313110664061362,-1.3096606935465347,-1.2688097372880667,-1.2926526118159434,0.19114000760754557,1.291354206321028,0.2664678827851276,0.17106350603672518,Joe,Joe
Low-Pass Filter,29.5,-1.5889899722905088,-1.3620852948970084,-1.3129521595092761,-1.3320681426913903,0.08374832323723602,1.0960774531621613,0.2664678827851276,0.17106350603672518,Joe,Joe
Low-Pass Filter,30.0,-1.6222711166481714,-1.5341491810015322,-1.3991654179321242,-1.3721880486878966,0.6476053287906751,0.5076719239317722,0.2664678827851276,0.17106350603672518,Joe,Mohammed
High-Pass Filter,0.0,1.601791948622908,1.4537806981176344,1.8475606879566555,1.478939280630255,1.2187427079610202,3.939683334097662,0.20433391401733464,0.1322414486866846,Mohammed,Joe
High-Pass Filter,0.5,2.33575014849138,2.108155920356606,2.601757626100459,2.3176822663759857,1.8746661201894455,2.767249834074139,0.20433391401733464,0.1322414486866846,Mohammed,Joe
High-Pass Filter,1.0,2.296150891446343,2.198471228539916,2.558572570986955,2.4860144351234497,1.816551568530052,2.0956489642772027,0.20433391401733464,0.1322414486866846,Mohammed,Joe
High-Pass Filter,1.5,1.6685914889742302,2.011535154814183,2.2016074849983003,2.38938584932028,3.879222361565386,1.0441278667632687,0.20433391401733464,0.1322414486866846,Mohammed,Joe
High-Pass Filter,2.0,1.6212746325806844,1.930948479691728,1.9310546589371227,2.0825711836266327,1.814567262364477,3.1620946040905373,0.20433391401733464,0.1322414486866846,Mohammed,Joe
High-Pass Filter,2.5,1.3778610261028916,1.8555683907003035,1.8931356084807471,1.8914733489341056,3.530786317576462,4.2133299667022435,0.20433391401733464,0.1322414486866846,Mohammed,Joe
High-Pass Filter,3.0,1.4459324605840098,1.6711716943388486,1.7829592130204919,1.7616367232674393,1.9502154899700912,3.5108429236457965,0.20433391401733464,0.1322414486866846,Mohammed,Joe
High-Pass Filter,3.5,1.6199412037989938,1.5676369015270557,1.3373179298999067,1.5269315033356414,3.584619858292747,4.68544666541456,0.20433391401733464,0.1322414486866846,Joe,Joe
High-Pass Filter,4.0,1.4690366147819307,1.4751182044561706,1.2344773515687664,1.3383336873399816,3.243573430661481,5.530126742664736,0.20433391401733464,0.1322414486866846,Joe,Joe
High-Pass Filter,4.5,1.3065716788246446,1.3547501177280503,1.283331803478566,1.2355724510972348,1.4222734842808542,5.246193160745005,0.20433391401733464,0.1322414486866846,Joe,Joe
High-Pass Filter,5.0,0.9294936408598298,1.1574628429066092,0.9743590511574757,1.1541087851126903,1.0438932769505023,3.9375053011980743,0.20433391401733464,0.1322414486866846,Joe,Joe
High-Pass Filter,5.5,0.6975113758744242,1.0462492004257817,0.7101201386609478,1.174737489445952,1.4868608043947056,2.5544289484946248,0.20433391401733464,0.1322414486866846,Joe,Joe
High-Pass Filter,6.0,0.7205564719558286,0.874093323923688,0.7237934938293684,0.945137850041922,1.5574574611510261,2.9495648962699903,0.20433391401733464,0.1322414486866846,Joe,Joe
High-Pass Filter,6.5,0.5991705639134169,0.7935152241768632,0.6832224736616983,0.8369692645708968,0.8990027479458575,3.141333864187672,0.20433391401733464,0.1322414486866846,Joe,Joe
High-Pass Filter,7.0,0.6697513697492488,0.7193654944758583,0.5199310130483223,0.7679645312616951,2.9848444352951518,3.021709368138337,0.20433391401733464,0.1322414486866846,Joe,Joe
High-Pass Filter,7.5,0.6456813741701029,0.6853289345197678,0.628349412272383,0.5921710669926322,1.792994143208273,4.364329706554106,0.20433391401733464,0.1322414486866846,Joe,Joe
High-Pass Filter,8.0,0.9268552551632326,0.6829694382274908,0.6030260776917661,0.4754925089760819,4.405352122071291,5.470673025416174,0.20433391401733464,0.1322414486866846,Joe,Joe
High-Pass Filter,8.5,0.9943406333416303,0.7150873252569794,0.5160717493856884,0.4932806169421171,5.769345679770126,5.6398349729955815,0.20433391401733464,0.1322414486866846,Joe,Joe
High-Pass Filter,9.0,1.0049828795384603,0.7141049441566695,0.5128473882064839,0.35992524774050005,5.888869840087825,6.922543934670521,0.20433391401733464,0.1322414486866846,Joe,Joe
High-Pass Filter,9.5,0.9342830075095083,0.5730031266984228,0.47566140717844874,0.1656318549754018,5.628889091281334,7.305650359141514,0.20433391401733464,0.1322414486866846,Joe,Joe
High-Pass Filter,10.0,0.5834845555468104,0.3649632928849056,0.3702448351474182,-0.025753728079043154,3.6181772736219706,6.948504643295634,0.20433391401733464,0.1322414486866846,Joe,Joe
High-Pass Filter,10.5,0.3322225076282399,0.26455614947126566,0.04407491331372422,-0.12654765810223492,4.462193459769029,6.857828955989951,0.20433391401733464,0.1322414486866846,Joe,Joe
High-Pass Filter,11.0,0.1632316986111444,0.1762395829547059,-0.1147429721682801,-0.16170999609714862,4.478051729447815,6.259331608522835,0.20433391401733464,0.1322414486866846,Joe,Joe
High-Pass Filter,11.5,0.08832409599130346,0.06093583314066361,-0.15760549363039303,-0.2005136313986271,4.234158701220197,5.409067403246716,0.20433391401733464,0.1322414486866846,Joe,Joe
High-Pass Filter,12.0,0.06371306882385268,-0.0012687466073799073,-0.28869426811488996,-0.26461022775007453,5.22025730653676,5.368915095205034,0.20433391401733464,0.1322414486866846,Joe,Joe
High-Pass Filter,12.5,0.13448089767930677,-0.07194369033127881,-0.1885413683458669,-0.21673375235394546,4.907021721846936,4.152846080562953,0.20433391401733464,0.1322414486866846,Joe,Joe
